HAPPINESS,AGE,INCOME,EDUCATION,MARITAL_STATUS,GENDER,EMPLOYMENT_STATUS,HEALTH,RELIGION,SOCIAL_CONTACT,POLITICAL_VIEWS
Pretty Happy,48.0,26711.0,19.0,,Male,Employed,Good,Not Religious,11.0,Conservative
Very Happy,45.0,,12.0,Married,Male,Employed,Fair,Religious,20.0,
,,115921.0,17.0,,,Employed,Good,Religious,7.0,Liberal
Very Happy,35.0,21698.0,,Divorced,Female,Employed,Poor,Religious,7.0,Moderate
Very Happy,,92306.0,12.0,Single,Female,Retired,Good,Religious,14.0,Moderate
Not Too Happy,59.0,81095.0,13.0,Widowed,Female,Employed,Good,Religious,12.0,Liberal
Not Too Happy,63.0,69415.0,14.0,,Female,Employed,Fair,Religious,5.0,Conservative
Pretty Happy,36.0,143132.0,19.0,Divorced,Male,,Good,Religious,17.0,Conservative
Pretty Happy,58.0,,16.0,,Male,Employed,Poor,Religious,9.0,Moderate
Very Happy,68.0,52908.0,10.0,Divorced,Female,Unemployed,,Religious,6.0,Conservative
Very Happy,80.0,40889.0,9.0,Single,Female,Retired,Good,Religious,6.0,Liberal
Very Happy,,96296.0,10.0,Married,Male,Employed,Excellent,Religious,,Moderate
Pretty Happy,23.0,77026.0,19.0,Married,Female,Retired,Good,Religious,17.0,Moderate
Pretty Happy,27.0,27423.0,16.0,Single,Male,Employed,Excellent,Religious,16.0,Liberal
Pretty Happy,19.0,26247.0,19.0,Married,Male,Employed,Fair,Religious,5.0,Conservative
Very Happy,,41528.0,,Married,Female,Employed,Excellent,Religious,3.0,Moderate
Not Too Happy,,40338.0,16.0,Widowed,Male,Employed,Excellent,Religious,3.0,
Pretty Happy,29.0,60569.0,,Divorced,Male,Employed,Excellent,,2.0,Liberal
Pretty Happy,62.0,108581.0,12.0,Divorced,Male,Employed,Excellent,Religious,6.0,Liberal
Pretty Happy,81.0,87783.0,11.0,Married,Female,,Good,Religious,7.0,Liberal
Pretty Happy,74.0,58450.0,9.0,Married,Male,Employed,Fair,Not Religious,,Moderate
Very Happy,,,16.0,Married,Female,Retired,Fair,Religious,12.0,Moderate
Pretty Happy,21.0,133981.0,16.0,Married,Female,,Fair,Religious,4.0,Liberal
Pretty Happy,24.0,27916.0,13.0,Married,Male,Student,Fair,Religious,16.0,
Very Happy,79.0,48597.0,18.0,Married,Female,Retired,,Religious,0.0,Moderate
Very Happy,40.0,105982.0,13.0,Divorced,Male,Employed,Fair,Religious,19.0,Moderate
Very Happy,47.0,,15.0,Single,,,Excellent,Religious,12.0,Moderate
Very Happy,18.0,99876.0,13.0,Married,Female,Employed,Good,Religious,16.0,Conservative
Not Too Happy,54.0,105051.0,8.0,Married,Female,Retired,Good,Religious,2.0,Moderate
,80.0,58295.0,11.0,Single,Male,Employed,Excellent,Religious,,Moderate
Pretty Happy,33.0,26693.0,14.0,Married,Female,Unemployed,,Religious,2.0,Liberal
Very Happy,33.0,30845.0,,Divorced,Male,Retired,Good,Not Religious,9.0,Liberal
Pretty Happy,,85349.0,16.0,Married,Male,Employed,Fair,,9.0,Liberal
,33.0,21234.0,15.0,Married,Female,Employed,Good,Not Religious,1.0,Moderate
Very Happy,40.0,99253.0,15.0,,Male,Retired,Excellent,,6.0,Liberal
Pretty Happy,60.0,22511.0,14.0,Married,Female,Employed,Fair,Religious,8.0,Liberal
Pretty Happy,31.0,,11.0,Single,Male,Employed,Excellent,Religious,18.0,Moderate
Pretty Happy,74.0,26522.0,9.0,,,Employed,Good,Religious,15.0,Liberal
Pretty Happy,59.0,129081.0,,Single,Female,,Excellent,Not Religious,10.0,Liberal
Very Happy,26.0,144894.0,19.0,Married,,Student,Good,Not Religious,13.0,Liberal
Pretty Happy,66.0,104401.0,13.0,Single,Female,Employed,Good,Religious,17.0,
Pretty Happy,68.0,139458.0,19.0,Single,Female,Employed,Good,Not Religious,10.0,Liberal
Pretty Happy,50.0,109010.0,,Divorced,Female,Unemployed,Poor,,,Moderate
,68.0,85870.0,,Married,Male,Retired,Fair,Religious,11.0,Moderate
Pretty Happy,58.0,53375.0,19.0,Married,Female,Employed,Fair,Not Religious,12.0,Moderate
Very Happy,38.0,150910.0,15.0,Single,Female,Employed,Fair,Not Religious,,Moderate
Very Happy,43.0,133108.0,13.0,,Female,Student,Excellent,Religious,16.0,Conservative
Pretty Happy,54.0,36816.0,13.0,Married,Female,Unemployed,Good,Not Religious,12.0,Liberal
Very Happy,77.0,40554.0,8.0,Married,Female,,Excellent,,4.0,Liberal
Pretty Happy,80.0,,11.0,Married,Female,Employed,,Not Religious,12.0,
Not Too Happy,20.0,87945.0,12.0,Divorced,Female,Employed,Poor,Not Religious,5.0,Liberal
Pretty Happy,40.0,60129.0,19.0,Married,Male,Employed,Good,Not Religious,18.0,Liberal
Pretty Happy,50.0,30995.0,18.0,Divorced,Male,Employed,Good,Religious,16.0,Liberal
Pretty Happy,82.0,76021.0,10.0,Single,Female,Retired,Excellent,Not Religious,4.0,Moderate
Pretty Happy,71.0,144938.0,16.0,,Male,Employed,Good,Religious,19.0,Moderate
Pretty Happy,80.0,25209.0,8.0,Divorced,Female,Retired,Excellent,Not Religious,8.0,Liberal
Not Too Happy,23.0,22994.0,13.0,Married,Male,Employed,Excellent,Religious,14.0,Moderate
Pretty Happy,61.0,144705.0,13.0,Divorced,Female,Retired,,Religious,1.0,Liberal
Not Too Happy,50.0,82582.0,17.0,Married,Male,Retired,Good,Religious,5.0,Liberal
Not Too Happy,74.0,83669.0,12.0,Divorced,Male,Employed,Good,Religious,5.0,Moderate
Very Happy,77.0,101407.0,19.0,Single,Female,Employed,Excellent,Religious,13.0,Liberal
Very Happy,42.0,,12.0,Married,,Employed,Fair,Not Religious,5.0,Liberal
Very Happy,35.0,125385.0,17.0,Single,Female,Retired,Excellent,Not Religious,9.0,
Very Happy,54.0,74606.0,12.0,Widowed,Male,Retired,Good,Religious,13.0,Conservative
Very Happy,19.0,45441.0,13.0,Married,Female,Employed,Poor,Not Religious,,
Pretty Happy,34.0,52683.0,15.0,,Female,Employed,Good,Not Religious,4.0,Liberal
Very Happy,78.0,63215.0,9.0,Single,Female,,Fair,Religious,,Conservative
Pretty Happy,43.0,,13.0,Divorced,Male,Retired,Poor,Religious,3.0,Moderate
Not Too Happy,65.0,73391.0,8.0,Married,Female,Employed,Good,Not Religious,6.0,Moderate
Very Happy,,134434.0,11.0,Married,Female,Employed,Fair,Religious,3.0,Conservative
Not Too Happy,,,17.0,Married,Female,Employed,Fair,Not Religious,,
Very Happy,50.0,76843.0,10.0,Single,Male,Employed,Good,Not Religious,12.0,
Very Happy,78.0,20956.0,16.0,Married,,Retired,Excellent,Not Religious,3.0,
Pretty Happy,53.0,54270.0,10.0,Divorced,Female,Employed,Poor,Religious,,Moderate
Pretty Happy,50.0,21657.0,13.0,Married,,Unemployed,Fair,Religious,2.0,
Not Too Happy,27.0,86302.0,8.0,Single,Male,Employed,Excellent,Religious,19.0,Moderate
Pretty Happy,57.0,148891.0,,Married,Male,,Good,Religious,11.0,Conservative
,63.0,,13.0,Married,,Unemployed,Fair,Religious,14.0,Conservative
Very Happy,74.0,28653.0,11.0,,Male,Student,Good,Religious,3.0,Conservative
Very Happy,33.0,40474.0,15.0,Married,Female,Retired,Good,Religious,20.0,Conservative
Pretty Happy,19.0,35431.0,18.0,Single,Female,Employed,Fair,,8.0,Conservative
Not Too Happy,36.0,28045.0,16.0,Divorced,Female,Employed,Good,Religious,9.0,Liberal
Not Too Happy,60.0,29275.0,11.0,Single,Female,Retired,Good,Religious,,Liberal
Pretty Happy,37.0,74605.0,17.0,Widowed,Male,Employed,Fair,Religious,8.0,Moderate
Pretty Happy,27.0,,19.0,Divorced,,Employed,Fair,Religious,0.0,Conservative
Pretty Happy,47.0,47088.0,17.0,Single,Female,Retired,Good,Religious,,Moderate
Pretty Happy,29.0,122925.0,13.0,Divorced,Male,Retired,Good,Not Religious,,Moderate
Not Too Happy,54.0,112447.0,8.0,Single,Male,Student,Good,Religious,11.0,Liberal
Not Too Happy,57.0,147979.0,11.0,Married,Male,Student,Poor,Not Religious,13.0,Liberal
Pretty Happy,31.0,44311.0,14.0,Single,Male,,Excellent,Religious,5.0,
Pretty Happy,22.0,145428.0,19.0,Married,Female,Employed,Excellent,Not Religious,3.0,Liberal
Pretty Happy,,109291.0,8.0,Single,Male,Employed,Good,Not Religious,5.0,Liberal
Very Happy,,53036.0,15.0,Single,Male,Employed,Fair,Not Religious,19.0,Liberal
Not Too Happy,53.0,35833.0,19.0,Married,,Employed,Excellent,Not Religious,2.0,Liberal
Pretty Happy,80.0,96358.0,17.0,Married,Female,Employed,Excellent,Not Religious,13.0,
Not Too Happy,76.0,117934.0,19.0,,Male,Employed,Excellent,Not Religious,,Liberal
Pretty Happy,,68980.0,,Single,Female,Employed,Fair,Religious,0.0,Moderate
Not Too Happy,20.0,29205.0,13.0,Married,Male,Employed,Excellent,Religious,11.0,Liberal
Pretty Happy,,129409.0,12.0,Single,,Employed,Good,Religious,10.0,Conservative
Very Happy,49.0,115480.0,,Single,Female,Employed,Good,Religious,6.0,Liberal
,80.0,20291.0,18.0,Single,Male,Employed,Fair,Religious,5.0,Moderate
Very Happy,51.0,50372.0,16.0,Widowed,Male,Retired,Good,Religious,12.0,
Pretty Happy,22.0,,9.0,Single,Male,Employed,,Not Religious,11.0,Liberal
Not Too Happy,85.0,141754.0,12.0,Married,Female,Employed,Good,Not Religious,0.0,Conservative
Not Too Happy,56.0,49232.0,13.0,Divorced,Male,Retired,Poor,Religious,3.0,
Pretty Happy,68.0,106680.0,14.0,Divorced,Female,Employed,Good,Religious,19.0,Moderate
Pretty Happy,51.0,72552.0,12.0,Married,Male,Employed,Poor,Not Religious,,Liberal
Pretty Happy,61.0,131356.0,16.0,Married,Male,Employed,Fair,Religious,13.0,Conservative
Very Happy,44.0,46055.0,8.0,Married,Male,Employed,Excellent,Not Religious,11.0,Moderate
Pretty Happy,,38422.0,14.0,Single,Female,Student,Good,Religious,7.0,Liberal
Pretty Happy,47.0,64448.0,17.0,Single,Male,Employed,,Religious,10.0,Liberal
Pretty Happy,29.0,101939.0,14.0,Single,Male,Unemployed,Good,Religious,11.0,Conservative
Pretty Happy,25.0,66337.0,11.0,Divorced,Male,Employed,Excellent,Not Religious,12.0,Moderate
Pretty Happy,79.0,66331.0,16.0,Single,Male,Employed,Good,Religious,0.0,Moderate
Very Happy,30.0,,19.0,Married,Male,Employed,Poor,Religious,12.0,Moderate
Pretty Happy,28.0,19679.0,18.0,Married,Female,Employed,Excellent,Religious,,Moderate
Very Happy,22.0,33752.0,12.0,Married,Male,Employed,Fair,Religious,,Liberal
Pretty Happy,26.0,78693.0,11.0,Married,Male,Employed,Excellent,Not Religious,15.0,Liberal
Pretty Happy,37.0,127658.0,14.0,Single,Female,Employed,Excellent,Not Religious,13.0,Moderate
Not Too Happy,24.0,89019.0,11.0,,Male,Unemployed,Fair,Religious,0.0,Conservative
Pretty Happy,,55955.0,10.0,Married,Male,Employed,Good,Religious,16.0,Liberal
Very Happy,18.0,141159.0,16.0,Single,Male,Retired,Fair,Religious,15.0,Moderate
Very Happy,72.0,105639.0,18.0,Single,Female,Unemployed,Excellent,Not Religious,5.0,Moderate
Pretty Happy,85.0,111643.0,15.0,Married,Male,Employed,Good,Not Religious,15.0,Moderate
Pretty Happy,49.0,109722.0,8.0,Married,Female,Employed,Fair,Religious,14.0,Conservative
Very Happy,51.0,116511.0,14.0,Married,Male,Employed,Good,Not Religious,19.0,Moderate
Very Happy,68.0,46197.0,16.0,Married,Female,Retired,,Religious,13.0,Liberal
Pretty Happy,49.0,78513.0,15.0,Divorced,Male,Employed,Poor,Not Religious,,Conservative
,68.0,37991.0,15.0,Married,Female,Retired,Good,Not Religious,14.0,Moderate
Not Too Happy,60.0,128635.0,13.0,Married,Female,Employed,Poor,Not Religious,0.0,Conservative
Pretty Happy,71.0,64726.0,18.0,Single,,Retired,,Not Religious,0.0,Moderate
Very Happy,47.0,92535.0,11.0,,Male,Employed,Fair,Religious,15.0,
Very Happy,24.0,33756.0,,Married,Male,Retired,Excellent,Not Religious,6.0,Liberal
Not Too Happy,74.0,49046.0,10.0,Married,Male,,Good,Religious,11.0,Liberal
Pretty Happy,32.0,90746.0,,Married,Male,Employed,Fair,,8.0,Conservative
Pretty Happy,18.0,54541.0,9.0,Married,Male,Employed,Excellent,Religious,17.0,Liberal
,,126229.0,9.0,Married,Female,Employed,Excellent,Not Religious,12.0,Liberal
Not Too Happy,33.0,103609.0,19.0,,Male,Student,Good,Religious,5.0,Moderate
Not Too Happy,40.0,96093.0,19.0,Married,Male,,Excellent,Religious,12.0,Conservative
,41.0,,14.0,Married,Female,Employed,Poor,Religious,,
Pretty Happy,18.0,101102.0,19.0,Divorced,Female,Employed,Fair,Religious,19.0,Conservative
Very Happy,49.0,26608.0,17.0,Married,Male,Employed,Good,Religious,4.0,Moderate
Pretty Happy,75.0,92037.0,11.0,Married,Female,Employed,Excellent,Not Religious,0.0,Moderate
Pretty Happy,47.0,75548.0,17.0,Married,Male,Unemployed,Fair,Not Religious,10.0,Conservative
Pretty Happy,63.0,38994.0,15.0,Widowed,Female,Employed,Good,Religious,16.0,Moderate
Not Too Happy,24.0,97317.0,16.0,Married,Female,Student,Poor,Not Religious,15.0,
Very Happy,39.0,60680.0,14.0,Divorced,Female,Employed,Good,Not Religious,,Liberal
Pretty Happy,74.0,52559.0,12.0,Single,Female,Employed,Good,Religious,17.0,Moderate
Very Happy,56.0,95416.0,15.0,Married,Male,Retired,Good,,12.0,Moderate
Pretty Happy,64.0,97994.0,11.0,Widowed,Male,Unemployed,Poor,Not Religious,8.0,Conservative
Very Happy,42.0,78859.0,9.0,Married,Female,Employed,Good,Religious,0.0,Moderate
Very Happy,71.0,47295.0,18.0,Married,Male,Unemployed,Good,Religious,4.0,Moderate
Very Happy,57.0,149165.0,19.0,Divorced,Female,Employed,Excellent,Not Religious,15.0,Moderate
Pretty Happy,68.0,107484.0,13.0,Single,Male,,Fair,Religious,11.0,Liberal
Pretty Happy,,21026.0,16.0,Single,Male,Retired,Fair,Religious,12.0,
Pretty Happy,69.0,57766.0,,Married,Male,,Good,Religious,6.0,Conservative
Not Too Happy,44.0,94528.0,18.0,Married,Male,Employed,Good,Religious,15.0,Liberal
Pretty Happy,65.0,29592.0,17.0,Single,Female,Retired,Excellent,Not Religious,3.0,Liberal
Very Happy,59.0,20263.0,19.0,Married,,Student,Excellent,,11.0,Moderate
Not Too Happy,36.0,143163.0,14.0,Married,Female,Employed,,Religious,10.0,Moderate
Very Happy,59.0,87638.0,17.0,Married,Female,Employed,Excellent,Religious,5.0,Conservative
Not Too Happy,72.0,96384.0,,Married,Female,Employed,Good,Religious,5.0,
Very Happy,68.0,124497.0,,Divorced,Female,Student,Excellent,Religious,5.0,Liberal
Not Too Happy,23.0,57743.0,16.0,Married,Male,Retired,Excellent,Religious,5.0,Liberal
Very Happy,22.0,47813.0,17.0,Widowed,Female,Employed,Fair,Not Religious,,Moderate
Not Too Happy,24.0,74937.0,18.0,Married,Male,Employed,Good,Religious,14.0,Liberal
,42.0,41482.0,10.0,Single,Male,Employed,,Religious,12.0,Moderate
Not Too Happy,24.0,56702.0,18.0,Married,Female,,Good,Religious,,Conservative
Very Happy,62.0,61143.0,,Married,Male,Unemployed,Good,Religious,,Conservative
Pretty Happy,54.0,,15.0,Married,Male,Unemployed,Excellent,,7.0,Liberal
Not Too Happy,81.0,144891.0,15.0,Married,Male,Student,Fair,Religious,14.0,
Pretty Happy,75.0,94721.0,11.0,Single,Male,Employed,Excellent,Not Religious,6.0,Moderate
Pretty Happy,58.0,140983.0,19.0,Widowed,Female,Employed,Good,Religious,1.0,Conservative
Pretty Happy,51.0,118051.0,18.0,,Male,Employed,,Not Religious,18.0,Conservative
,33.0,108250.0,,Married,Male,Employed,,Religious,0.0,
Pretty Happy,,83748.0,,,Male,Employed,Good,Not Religious,1.0,Moderate
Pretty Happy,27.0,75541.0,8.0,Married,Male,,Good,Religious,0.0,Liberal
Not Too Happy,61.0,132676.0,11.0,Single,Female,Unemployed,Excellent,Not Religious,5.0,Liberal
Very Happy,58.0,141697.0,13.0,Single,Male,,Good,Religious,0.0,Liberal
Very Happy,47.0,122772.0,15.0,Divorced,Female,Employed,Poor,Religious,9.0,Moderate
Not Too Happy,18.0,91931.0,13.0,Married,Female,Employed,Fair,Religious,1.0,Moderate
Not Too Happy,32.0,,,Single,Female,,Excellent,Not Religious,,Liberal
,43.0,114597.0,16.0,Married,Female,Retired,Good,Religious,17.0,Moderate
Pretty Happy,32.0,70774.0,16.0,Single,Female,Retired,Poor,,12.0,Liberal
Very Happy,72.0,129504.0,9.0,Single,Male,Employed,Good,Not Religious,14.0,Moderate
Very Happy,66.0,28511.0,,Single,Male,Employed,Good,Religious,8.0,
Pretty Happy,,68520.0,8.0,,Male,Employed,,Not Religious,6.0,Liberal
Pretty Happy,78.0,,9.0,,Female,Employed,Fair,,16.0,Moderate
,82.0,101847.0,12.0,Single,,Employed,Good,,15.0,Liberal
Very Happy,81.0,43163.0,11.0,Married,Male,Retired,Good,Religious,18.0,Moderate
,53.0,73933.0,11.0,Single,Male,Retired,Good,Religious,15.0,Liberal
Not Too Happy,55.0,118727.0,16.0,Married,Male,Employed,Fair,Religious,11.0,Moderate
Pretty Happy,68.0,130237.0,18.0,Single,Male,Retired,Excellent,Not Religious,6.0,Liberal
Pretty Happy,25.0,70415.0,15.0,Divorced,Female,Student,Excellent,,10.0,Moderate
Pretty Happy,43.0,49389.0,13.0,Divorced,Male,Employed,Good,Religious,5.0,Moderate
,19.0,75985.0,8.0,Divorced,Female,Employed,Excellent,Not Religious,2.0,Liberal
Pretty Happy,39.0,29701.0,,Single,Female,Student,Good,Religious,12.0,Moderate
Very Happy,,70839.0,13.0,Single,Male,Employed,Good,Not Religious,14.0,Liberal
Not Too Happy,37.0,146439.0,18.0,Single,Male,Student,Good,Not Religious,17.0,Moderate
Not Too Happy,18.0,107122.0,9.0,Divorced,Male,Student,,Not Religious,0.0,Liberal
Not Too Happy,69.0,93731.0,17.0,Married,Male,Unemployed,,Not Religious,17.0,Moderate
,35.0,,12.0,Widowed,Female,Retired,Excellent,Religious,14.0,Moderate
Pretty Happy,79.0,87843.0,12.0,Divorced,Male,Retired,Fair,Religious,4.0,Conservative
Pretty Happy,35.0,79494.0,13.0,Single,Male,Unemployed,,Not Religious,10.0,Moderate
,39.0,137597.0,13.0,Married,Female,Employed,Good,Religious,19.0,Moderate
Not Too Happy,,103626.0,13.0,Married,Female,Employed,Good,Religious,9.0,Moderate
Very Happy,74.0,34700.0,9.0,Divorced,Female,Employed,Poor,Not Religious,4.0,Conservative
Very Happy,54.0,91915.0,17.0,Married,Female,Unemployed,Excellent,Religious,6.0,Moderate
,65.0,,10.0,Divorced,Female,Employed,Good,Not Religious,5.0,Liberal
Not Too Happy,51.0,,13.0,,Male,Employed,Good,Not Religious,7.0,
Not Too Happy,58.0,22513.0,15.0,Married,,Employed,Excellent,Not Religious,15.0,Moderate
Very Happy,31.0,105650.0,19.0,,Male,Retired,Fair,Not Religious,6.0,Conservative
Pretty Happy,81.0,94471.0,18.0,Single,Female,Student,Fair,Not Religious,6.0,Conservative
Pretty Happy,,35189.0,19.0,Single,Female,Student,Fair,Not Religious,1.0,Liberal
Not Too Happy,24.0,145907.0,8.0,Single,Male,Employed,Excellent,Religious,8.0,Moderate
Not Too Happy,19.0,67183.0,8.0,Married,Female,Retired,Excellent,Religious,6.0,Liberal
Not Too Happy,44.0,124282.0,18.0,Single,Female,Retired,Good,,,Liberal
Pretty Happy,68.0,91947.0,9.0,Married,Male,Employed,Excellent,Not Religious,0.0,Liberal
Pretty Happy,84.0,,18.0,Divorced,Female,,Good,,17.0,Moderate
Very Happy,44.0,42589.0,19.0,Divorced,Male,Employed,Good,Religious,,Liberal
Very Happy,47.0,27872.0,19.0,Married,Female,Student,Good,Religious,7.0,Liberal
Not Too Happy,46.0,127955.0,13.0,Single,,Employed,,Religious,2.0,Moderate
Not Too Happy,30.0,29337.0,,Single,Female,Employed,Good,Not Religious,8.0,Liberal
Not Too Happy,26.0,135509.0,11.0,Married,Female,Unemployed,Excellent,Not Religious,12.0,Liberal
Not Too Happy,64.0,43852.0,10.0,Widowed,,Employed,Good,Religious,14.0,
Pretty Happy,51.0,81086.0,19.0,Married,Female,Employed,Good,Religious,4.0,Liberal
Pretty Happy,62.0,90198.0,15.0,Married,Male,,Good,Religious,18.0,Moderate
Not Too Happy,28.0,133933.0,18.0,,Female,Employed,,Not Religious,0.0,Liberal
Not Too Happy,63.0,54592.0,17.0,Single,Male,Retired,Fair,Religious,11.0,
Very Happy,69.0,73150.0,16.0,Single,Female,Employed,Poor,,1.0,Moderate
,67.0,38668.0,19.0,Single,Male,Unemployed,Excellent,,17.0,Liberal
Very Happy,55.0,89543.0,18.0,Single,Male,,Excellent,Religious,2.0,Liberal
Not Too Happy,38.0,73916.0,12.0,Single,Female,Employed,,Religious,3.0,Moderate
Pretty Happy,41.0,141742.0,16.0,Married,Male,Employed,Fair,Religious,9.0,Moderate
Very Happy,66.0,35425.0,9.0,Married,Male,Unemployed,,Religious,7.0,Liberal
Pretty Happy,,104577.0,10.0,Married,,Retired,Fair,Religious,5.0,Liberal
Pretty Happy,45.0,128885.0,14.0,Married,Male,Retired,Good,Religious,,Conservative
Pretty Happy,49.0,42049.0,14.0,Single,Male,Retired,Poor,Not Religious,4.0,Liberal
,72.0,43333.0,13.0,Married,Male,Employed,Poor,Not Religious,13.0,Liberal
,28.0,80551.0,13.0,Married,Male,Employed,Excellent,,18.0,Conservative
Pretty Happy,,24131.0,,Married,Male,Student,Good,Not Religious,12.0,Moderate
Pretty Happy,,96353.0,17.0,Divorced,,Employed,Good,Religious,13.0,Liberal
Pretty Happy,36.0,67492.0,13.0,Divorced,,Employed,Excellent,Religious,10.0,Moderate
Not Too Happy,48.0,48165.0,11.0,Single,Female,Employed,Good,,10.0,Liberal
Pretty Happy,71.0,93232.0,19.0,Divorced,Female,Employed,Good,Not Religious,14.0,Moderate
Pretty Happy,39.0,68241.0,10.0,Single,Male,Employed,Excellent,Not Religious,12.0,Moderate
,46.0,31977.0,18.0,,Female,Student,Good,Religious,10.0,Conservative
,43.0,33678.0,9.0,Married,,Employed,Good,Religious,9.0,Conservative
Very Happy,47.0,,8.0,Single,Female,Employed,Excellent,Religious,15.0,Conservative
Very Happy,26.0,114595.0,18.0,Single,Female,Student,Good,Not Religious,,Conservative
Pretty Happy,36.0,135570.0,18.0,Single,Male,,Excellent,Religious,13.0,Moderate
Pretty Happy,51.0,99605.0,12.0,Single,Female,Employed,Fair,,10.0,Liberal
Pretty Happy,45.0,72981.0,9.0,Single,,Employed,Excellent,Religious,11.0,Moderate
Very Happy,35.0,76628.0,9.0,,Female,,Fair,Religious,15.0,Moderate
Very Happy,18.0,23775.0,14.0,Divorced,Male,Retired,Good,Not Religious,14.0,Conservative
,66.0,144632.0,15.0,Married,Female,Unemployed,Excellent,Religious,7.0,Liberal
Pretty Happy,22.0,69194.0,17.0,,Female,,Good,,,Conservative
Pretty Happy,28.0,54244.0,15.0,Married,Male,Unemployed,Good,Religious,8.0,Conservative
Pretty Happy,,,11.0,Single,Male,Employed,Good,Not Religious,18.0,Conservative
Pretty Happy,27.0,,8.0,Single,Male,Unemployed,Good,Not Religious,6.0,Conservative
Not Too Happy,49.0,51198.0,18.0,Married,Female,Employed,Good,Religious,20.0,Liberal
Pretty Happy,77.0,64241.0,14.0,Single,Female,Retired,Excellent,Religious,11.0,Liberal
Pretty Happy,69.0,70254.0,,Married,,Unemployed,Excellent,Not Religious,10.0,Liberal
Pretty Happy,63.0,68440.0,18.0,Single,Male,Employed,Fair,Religious,7.0,Liberal
Pretty Happy,76.0,79553.0,11.0,Married,Female,Employed,Good,Not Religious,,
Pretty Happy,,26606.0,15.0,Single,Male,Employed,Good,Not Religious,4.0,Conservative
